paper,score
Impossibility Results in the Equational Logic of Processes.,0.30738910225235827
Pairwise Measures of Causal Direction in Linear Non-Gaussian Acyclic Models.,0.30723577962031645
Combining Decision Procedures by (Model-)Equality Propagation.,0.3071983227337807
Block-sparse Solutions using Kernel Block RIP and its Application to Group Lasso.,0.3071648458237369
Structure Identification by Optimized Interventions.,0.3069928203478425
Relational Topic Models for Document Networks.,0.3069912050960836
Convex Perturbations for Scalable Semidefinite Programming.,0.30694185806593766
Variational Learning of Inducing Variables in Sparse Gaussian Processes.,0.30638063646264996
Semi-Supervised Learning with Max-Margin Graph Cuts.,0.3060752483683393
SampleSearch: A Scheme that Searches for Consistent Samples.,0.3057979690488065
On Learning Discrete Graphical Models using Group-Sparse Regularization.,0.3056526892539029
Online Learning of Multiple Tasks and Their Relationships.,0.30530511509765734
Impossibility Theorems for Domain Adaptation.,0.3052019273591369
Sparse Nonparametric Density Estimation in High Dimensions Using the Rodeo.,0.30444101485328773
Recovering Cyclic Causal Structure.,0.3040163066593152
A comparison of AUC estimators in small-sample studies.,0.3039496507466869
Learning Sparse Markov Network Structure via Ensemble-of-Trees Models.,0.30393725256065357
Ranking by calibrated AdaBoost.,0.3036974954706057
Spanning Tree Approximations for Conditional Random Fields.,0.3035164810849466
Sufficient Dimension Reduction via Squared-loss Mutual Information Estimation.,0.3034637073832129
Regret Bounds for Gaussian Process Bandit Problems.,0.30263724652885554
Bayesian Generalized Kernel Models.,0.3020312368214931
Hierarchical Cost-Sensitive Algorithms for Genome-Wide Gene Function Prediction.,0.301148027907777
Dissimilarity in Graph-Based Semi-Supervised Classification.,0.3002007980730613
Exploiting Covariate Similarity in Sparse Regression via the Pairwise Elastic Net.,0.3000886051294412
Bridging the Web Accessibility Divide.,0.29987435837971765
Classifier Cascade for Minimizing Feature Evaluation Cost.,0.29987359350606974
Bayesian Probabilistic Models for Image Retrieval.,0.2994327901378469
Regret Bounds for the Adaptive Control of Linear Quadratic Systems.,0.29903021556898035
Tight conditions for consistent variable selection in high dimensional nonparametric regression.,0.29900907895159534
A Bayesian Divergence Prior for Classiffier Adaptation.,0.2989151773172652
Bagged Structure Learning of Bayesian Network.,0.29865394884773466
Compilation of Interaction Nets.,0.2986395018615212
Large-Margin Structured Prediction via Linear Programming.,0.2984648476351702
Kernel Multi-task Learning using Task-specific Features.,0.2983955644061176
An EM Algorithm on BDDs with Order Encoding for Logic-based Probabilistic Models.,0.29837677069511603
Sequential Learning of Classifiers for Structured Prediction Problems.,0.298375655111161
A Petri Net Model of Handshake Protocols.,0.2981299323053487
Open Problem: Does AdaBoost Always Cycle?,0.29779053774124586
Boosted Optimization for Network Classification.,0.2972556688868911
Modeling Pointer Redirection as Cyclic Term-graph Rewriting.,0.29723793063264514
Learning from Weak Teachers.,0.2971905406113121
Structured Prediction Cascades.,0.2971407993156515
Improving posterior marginal approximations in latent Gaussian models.,0.29686510113642195
Group Orthogonal Matching Pursuit for Logistic Regression.,0.29660167061415565
Data dependent kernels in nearly-linear time.,0.29628404731833763
"Bandits, Query Learning, and the Haystack Dimension.",0.29602702903673417
Managing Uncertainty within KTD.,0.29563439002728314
SIGNET: Boolean Rile Deetermination for Abscisic Acid Signaling.,0.29439049278109886
Relating Function Class Complexity and Cluster Structure in the Function Domain with Applications to Transduction.,0.29401904922308886
Evaluation of a Bayesian model-based approach in GA studies.,0.29399251790990516
Novelty detection: Unlabeled data definitely help.,0.2939182100661209
"Semi-decidability of May, Must and Probabilistic Testing in a Higher-type Setting.",0.29321039810570004
A Weighted Multi-Sequence Markov Model For Brain Lesion Segmentation.,0.29273514722007077
SubSift: a novel application of the vector space model to support the academic research process.,0.29190235457117203
Assessment of Cow's Body Condition Score Through Statistical Shape Analysis and Regression Machines.,0.29182629939842103
A Differentially Private Stochastic Gradient Descent Algorithm for Multiparty Classification.,0.2915111610755452
Modeling Knowledge Worker Activity.,0.29142747444924827
Online Inference for the Infinite Topic-Cluster Model: Storylines from Streaming Text.,0.2905920115218858
Kernels Based Tests with Non-asymptotic Bootstrap Approaches for Two-sample Problems.,0.29059097826013724
"An Ensemble of Three Classifiers for KDD Cup 2009: Expanded Linear Model, Heterogeneous Boosting, and Selective Naive Bayes.",0.2905603199204907
Stick-breaking Construction for the Indian Buffet Process.,0.2904237890287813
Inference and Learning in Networks of Queues.,0.29026385699635
Gaussian Margin Machines.,0.29021764191814325
Discriminative Topic Segmentation of Text and Speech.,0.2899674624941525
"Proving Concurrent Constraint Programming Correct, Revisited.",0.2897527485255079
Relational Learning with One Network: An Asymptotic Analysis.,0.28964316179049254
A New Algorithm for Compressed Counting with Applications in Shannon Entropy Estimation in Dynamic Data.,0.28940611715104947
Linearization of Automatic Arrays and Weave Specifications.,0.2891985819908735
"A Bayesian View of Challenges in Feature Selection: Feature Aggregation, Multiple Targets, Redundancy and Interaction.",0.28919834905049085
The Recursion Scheme from the Cofree Recursive Comonad.,0.28911228177374537
An Improved 1-norm SVM for Simultaneous Classification and Variable Selection.,0.2886936575746523
Collaborative Filtering on a Budget.,0.2886422091175479
Improved Regret Guarantees for Online Smooth Convex Optimization with Bandit Feedback.,0.2886190888051037
Beware of the DAG!,0.288539167040332
Tractable Bayesian Inference of Time-Series Dependence Structure.,0.28853527939604817
Multi-view Positive and Unlabeled Learning.,0.28836220266916934
Lightweight Implementations of Probabilistic Programming Languages Via Transformational Compilation.,0.2883278795240001
Feature Extraction for Outlier Detection in High-Dimensional Spaces.,0.2881861869567034
Latent Force Models.,0.2877968203964191
Tighter Relaxations for MAP-MRF Inference: A Local Primal-Dual Gap based Separation Algorithm.,0.2877141325193961
Meet Precontinuous Posets.,0.2876784025216462
Closure of Tree Automata Languages under Innermost Rewriting.,0.28762510177450834
Kernel Learning by Unconstrained Optimization.,0.28730152298517886
A Comprehensive Web-based Platform For Domain-Specific Biological Models.,0.2871273162385365
Cross-associating unlabelled timbre distributions to create expressive musical mappings.,0.28702407576918826
Directional Statistics on Permutations.,0.2867447860361388
J-Calc: A Typed Lambda Calculus for Intuitionistic Justification Logic.,0.2866876145463828
Deep Boltzmann Machines as Feed-Forward Hierarchies.,0.28660531527846594
Nonlinear Online Classificatand Michion Algorithm with Probability Margin.,0.2865677831103812
A kernel method for unsupervised structured network inference.,0.28627125895151917
Why Does Unsupervised Pre-training Help Deep Learning?,0.2859121816803644
LCF-style Platform based on Multiway Decision Graphs.,0.28579226432853055
Elliptical slice sampling.,0.28566105284266896
Support Vector Machines Under Adversarial Label Noise.,0.2856324610085634
State-Space Inference and Learning with Gaussian Processes.,0.28558722997776775
Data Biased Robust Counter Strategies.,0.28541130098963896
Speed and Sparsity of Regularized Boosting.,0.2849382453727835
Negative Results for Active Learning with Convex Losses.,0.2848873360618056
Reductions and Saturation Reductions of (Abstract) Knowledge Bases.,0.2848026248077493
Bayesian Gaussian Process Latent Variable Model.,0.2843536870115406
Faithfulness in Chain Graphs: The Gaussian Case.,0.2840378777388354
Spectral Dimensionality Reduction via Maximum Entropy.,0.28373781125084346
Non-Negative Semi-Supervised Learning.,0.2832334672220467
On Bisubmodular Maximization.,0.2831663802827725
A Stream Calculus of Bottomed Sequences for Real Number Computation.,0.2822884106165267
Session-based Choreography with Exceptions.,0.28218704538274064
Results of the Active Learning Challenge.,0.28209986724104685
Hidden-Unit Conditional Random Fields.,0.281902934565449
Maximum Entropy Density Estimation with Incomplete Presence-Only Data.,0.2818292405601637
Accelerating AdaBoost using UCB.,0.2817195949875809
Half Transductive Ranking.,0.28154233674853113
Coherence Functions for Multicategory Margin-based Classification Methods.,0.2813751344818486
Bayesian Comparison of Machine Learning Algorithms on Single and Multiple Datasets.,0.28071304550397297
Conditional validity of inductive conformal predictors.,0.280238247068041
Regularization Paths with Guarantees for Convex Semidefinite Optimization.,0.28019650646660055
Using Graphviz as a Low-cost Option to Facilitate the Understanding of Unix Process System Calls.,0.2800754734228337
Chaotic Actions of Locally Compact Hausdorff Topological Groups.,0.27995612477095105
Beyond the regret minimization barrier: an optimal algorithm for stochastic strongly-convex optimization.,0.27982422693909614
Bayesian Inference and Optimal Design in the Sparse Linear Model.,0.27975981629445185
Effective Wrapper-Filter hybridization through GRASP Schemata.,0.27959958262562007
An Algebraic Approach to Population-Based Evolutionary Algorithm Generation.,0.27929432847421765
Wilks' phenomenon and penalized likelihood-ratio test for nonparametric curve registration.,0.27912227974151066
Application of Additive Groves Ensemble with Multiple Counts Feature Evaluation to KDD Cup'09 Small Data Set.,0.27887771744950496
Mining Recurring Concept Drifts with Limited Labeled Streaming Data.,0.278728843867717
Multi-Label Output Codes using Canonical Correlation Analysis.,0.2786888496546433
Age-Layered Expectation Maximization for Parameter Learning in Bayesian Networks.,0.278582158364407
Fluid Dynamics Models for Low Rank Discriminant Analysis.,0.2782019524090261
Approximate Model Selection for Large Scale LSSVM.,0.2781556401233371
Supervised Dimension Reduction Using Bayesian Mixture Modeling.,0.2780157548469045
Recommendation Retrieval in Reputation Assessment for Peer-to-Peer Systems.,0.27797963648664387
Concentration-Based Guarantees for Low-Rank Matrix Reconstruction.,0.27777284609480435
An Expectation Maximization Algorithm for Continuous Markov Decision Processes with Arbitrary Reward.,0.2773698212907414
Nonparametric Estimation of Conditional Information and Divergences.,0.2773568064634027
Dual Temporal Difference Learning.,0.27716765966224494
Chromatic PAC-Bayes Bounds for Non-IID Data.,0.27711817147917617
Online Passive-Aggressive Algorithms on a Budget.,0.276828511316172
T,0.27647336483777035
Mixability is Bayes Risk Curvature Relative to Log Loss.,0.276350761549131
KDD Cup 2009 @ Budapest: feature partitioning and boosting.,0.2762011558063161
Multi-task Learning for Recommender System.,0.27601096161802835
A Fast Algorithm for Recovery of Jointly Sparse Vectors based on the Alternating Direction Methods.,0.2759161864653907
Incremental Sparsification for Real-time Online Model Learning.,0.27554630606564123
